doc_id,block_type,para_id,sent_id,is_para_final,page_n,textstring_rich,textstring_base,textstring_simple
brunfels_apodixis_1531,head,15,0,False,183,¶ Genßdystel.,genßdystel.,genssdystel
brunfels_apodixis_1531,head,15,1,True,183,Endiuia.,endiuia.,endiuia
brunfels_apodixis_1531,body,16,0,False,184,Das kraut von den Latinischen Endiuia genant/ von den Teütschen Genßdystel/ ist zweyer/ ođ dreyerley.,das kraut von den latinischen endiuia genant/ von den teütschen genßdystel/ ist zweyer/ ođ dreyerley.,das kraut uon den latinischen endiuia genant uon den teutschen genssdystel ist zweyer oder dreyerley
brunfels_apodixis_1531,body,16,1,False,184,Das ein ist Sudystel/ in latein Scartola genant.,das ein ist sudystel/ in latein scartola genant.,das ein ist sudystel in latein scartola genant
brunfels_apodixis_1531,body,16,2,False,184,Des ander Lattich/ im latein Lactuca agrestis.,des ander lattich/ im latein lactuca agrestis.,des ander lattich im latein lactuca agrestis
brunfels_apodixis_1531,body,16,3,False,184,Das drit Genßdystel/ das da an dem gradt des ruckens hat scharpffe dinglin wie ein seg in gestalt grosser vnd herter har.,das drit genßdystel/ das da an dem gradt des ruckens hat scharpffe dinglin wie ein seg in gestalt grosser vnd herter har.,das drit genssdystel das da an dem gradt des ruckens hat scharpffe dinglin wie ein seg in gestalt grosser und herter har
brunfels_apodixis_1531,body,16,4,False,184,Wiewol Lumen maius das nennet Tararacon/vnd Cichorea/ das ist Wegweyß/ das doch nit ist zuͦ glauben.,wiewol lumen maius das nennet tararacon/vnd cichorea/ das ist wegweyß/ das doch nit ist zu glauben.,wiewol lumen maius das nennet tararacon und cichorea das ist wegweyss das doch nit ist zu glauben
brunfels_apodixis_1531,body,16,5,False,184,Aber Scariola hat kleine rühe an dem rucken/ mit einem hymmelfarben blawen/ wenig braunelechtem blat vnd gibt milch.,aber scariola hat kleine rühe an dem rucken/ mit einem hymmelfarben blawen/ wenig braunelechtem blat vnd gibt milch.,aber scariola hat kleine ruhe an dem rucken mit einem hymmelfarben blawen wenig braunelechtem blat und gibt milch
brunfels_apodixis_1531,body,16,6,False,184,Aber Genßdystel/ das Antisien ist gibt kein milch/ wiewol die Latinischen dem selben Tararacon sprechen/ so ist es doch Antisien/ vnd sprechen dem kraut Wegweiß Antisien. das nur war ist/ wol es moͤcht dar für genummen werden/ vnd nit für Tararacon/ vnd von den Teütschen Leber dystel/ oder Genßdystel genant/ darumb das es vast guͦt ist zuͦ der lebern/ har gele bluͦmen/ vnnd wechßt mit einem hohen einfaltigen stengel zweyer eilenbogẽ hoch/ aber weit ußgespreit.,aber genßdystel/ das antisien ist gibt kein milch/ wiewol die latinischen dem selben tararacon sprechen/ so ist es doch antisien/ vnd sprechen dem kraut wegweiß antisien. das nur war ist/ wol es möcht dar für genummen werden/ vnd nit für tararacon/ vnd von den teütschen leber dystel/ oder genßdystel genant/ darumb das es vast gut ist zu der lebern/ har gele blumen/ vnnd wechßt mit einem hohen einfaltigen stengel zweyer eilenbogẽ hoch/ aber weit ußgespreit.,aber genssdystel das antisien ist gibt kein milch wiewol die latinischen dem selben tararacon sprechen so ist es doch antisien und sprechen dem kraut wegweiss antisien das nur war ist wol es mocht dar fur genummen werden und nit fur tararacon und uon den teutschen leber dystel oder genssdystel genant darumb das es uast gut ist zu der lebern har gele blumen unnd wechsst mit einem hohen einfaltigen stengel zweyer eilenbogen hoch aber weit ussgespreit
brunfels_apodixis_1531,body,16,7,True,184,Ist guͦt für das stechen vffen am ruckgrat.,ist gut für das stechen vffen am ruckgrat.,ist gut fur das stechen uffen am ruckgrat
brunfels_apodixis_1531,head,17,0,False,184,¶ Aron.,aron.,aron
brunfels_apodixis_1531,head,17,1,True,184,Arona.,arona.,arona
brunfels_apodixis_1531,body,18,0,False,184,Aron in Latin genant Barba Aaron/ darũb dz es gleich beim bart ist.,aron in latin genant barba aaron/ darũb dz es gleich beim bart ist.,aron in latin genant barba aaron darunb dz es gleich beim bart ist
brunfels_apodixis_1531,body,18,1,False,184,Oder Serpentaria minor.,oder serpentaria minor.,oder serpentaria minor
brunfels_apodixis_1531,body,18,2,False,184,Vnd wañ das vergeet/ so würt vß dem langen roten Foͤlblin/ ein gruͤnfar trüblin.,vnd wañ das vergeet/ so würt vß dem langen roten fölblin/ ein grünfar trüblin.,und wann das uergeet so wurt uss dem langen roten folblin ein grunfar trublin
brunfels_apodixis_1531,body,18,3,False,184,Die wurtzel rund und weissz wie ein zybel.,die wurtzel rund und weissz wie ein zybel.,die wurtzel rund und weissz wie ein zybel
brunfels_apodixis_1531,body,18,4,True,184,Vnd der wurtzlen seind zwo aneinander hangen/ wann sich eine groͤsert/ so würt die ander welck vnd minder.,vnd der wurtzlen seind zwo aneinander hangen/ wann sich eine grösert/ so würt die ander welck vnd minder.,und der wurtzlen seind zwo aneinander hangen wann sich eine grosert so wurt die ander welck und minder
brunfels_apodixis_1531,head,19,0,True,184,¶ Alrun Mandragora.,alrun mandragora.,alrun mandragora
brunfels_apodixis_1531,body,20,0,False,184,Das kraut in Latin Mandragora/ ist zweyerley geschlechts/ maͤñlichs/ vnd weiblichs.,das kraut in latin mandragora/ ist zweyerley geschlechts/ mäñlichs/ vnd weiblichs.,das kraut in latin mandragora ist zweyerley geschlechts mannlichs und weiblichs
brunfels_apodixis_1531,body,20,1,False,184,Vnd etlich sprechen/ als Auicenna/ das die wurtzel der selbigen kreüter yedes geschaffen sey nach seinem geschlecht/ vnd wird gegraben vnder dem galgen/ kum̃ von der natur eins harnenden diebs. dz doch falsch.,vnd etlich sprechen/ als auicenna/ das die wurtzel der selbigen kreüter yedes geschaffen sey nach seinem geschlecht/ vnd wird gegraben vnder dem galgen/ kum̃ von der natur eins harnenden diebs. dz doch falsch.,und etlich sprechen als auicenna das die wurtzel der selbigen kreuter yedes geschaffen sey nach seinem geschlecht und wird gegraben under dem galgen kumm uon der natur eins harnenden diebs dz doch falsch
brunfels_apodixis_1531,body,20,2,False,184,Sander es seind kreüter mit grosser wurtzlen.,sander es seind kreüter mit grosser wurtzlen.,sander es seind kreuter mit grosser wurtzlen
brunfels_apodixis_1531,body,20,3,False,184,Der wurtzel rinden braucht man in die artzney/ wiewol etlich falsch betrieger/ schneiden vß der wurtzlen Brionia/ in teütschem huͦnßkirbs/ gestalt eins menschlichen bilds/ vnnd faden von reinem garn gezogen mit einer subtilen nadlen in ire haͤupter in gestalt des hars/ vñ abgeschnitten ires begeren / dann gelegt in ein lyeten erdtuch/ so gewinnt es die farb einer wurtzlen/ vnd verkauffen es für es für die wurtzel Alrun/ es ist aber falsch.,der wurtzel rinden braucht man in die artzney/ wiewol etlich falsch betrieger/ schneiden vß der wurtzlen brionia/ in teütschem hunßkirbs/ gestalt eins menschlichen bilds/ vnnd faden von reinem garn gezogen mit einer subtilen nadlen in ire häupter in gestalt des hars/ vñ abgeschnitten ires begeren / dann gelegt in ein lyeten erdtuch/ so gewinnt es die farb einer wurtzlen/ vnd verkauffen es für es für die wurtzel alrun/ es ist aber falsch.,der wurtzel rinden braucht man in die artzney wiewol etlich falsch betrieger schneiden uss der wurtzlen brionia in teutschem hunsskirbs gestalt eins menschlichen bilds unnd faden uon reinem garn gezogen mit einer subtilen nadlen in ire haupter in gestalt des hars und abgeschnitten ires begeren dann gelegt in ein lyeten erdtuch so gewinnt es die farb einer wurtzlen und uerkauffen es fur es fur die wurtzel alrun es ist aber falsch
brunfels_apodixis_1531,body,20,4,False,184,Wann Alrun ist ein kraut mit bletteren gar nahe gleich dem Lattich/ mit einer grosszen wurtzlen/ der rinden vast in der artztney gebraucht würt.,wann alrun ist ein kraut mit bletteren gar nahe gleich dem lattich/ mit einer grosszen wurtzlen/ der rinden vast in der artztney gebraucht würt.,wann alrun ist ein kraut mit bletteren gar nahe gleich dem lattich mit einer grosszen wurtzlen der rinden uast in der artztney gebraucht wurt
brunfels_apodixis_1531,body,20,5,True,184,Traͤgt groß schwartze beren/ die von hyrtẽ dick gessen werden/ das sye da von entschlaffen.,trägt groß schwartze beren/ die von hyrtẽ dick gessen werden/ das sye da von entschlaffen.,tragt gross schwartze beren die uon hyrten dick gessen werden das sye da uon entschlaffen
brunfels_apodixis_1531,head,21,0,True,184,¶ Angelick Angelica .,angelick angelica .,angelick angelica
brunfels_apodixis_1531,body,22,0,False,184,Von dem kraut kein alter Philosophus schreibt/ darumb sein latinischer nam̃ von den teütschen in uͤbung ist Angelick.,von dem kraut kein alter philosophus schreibt/ darumb sein latinischer nam̃ von den teütschen in übung ist angelick.,uon dem kraut kein alter philosophus schreibt darumb sein latinischer namm uon den teutschen in ubung ist angelick
brunfels_apodixis_1531,body,22,1,False,184,Aber in teütscher zungen genant des Heyligen geists wurtzel/ von vilen Brust wurtz/ vnd ein geschlecht/ der Meyster wurtz/ von den latinischen genant Astrancia.,aber in teütscher zungen genant des heyligen geists wurtzel/ von vilen brust wurtz/ vnd ein geschlecht/ der meyster wurtz/ von den latinischen genant astrancia.,aber in teutscher zungen genant des heyligen geists wurtzel uon uilen brust wurtz und ein geschlecht der meyster wurtz uon den latinischen genant astrancia
brunfels_apodixis_1531,body,22,2,False,184,Aber Angelica geschlecht ist zweyerley/ wilder/ und zamm/ kraut und stengel in der leng zweyer ellenbogen hoch/ das vil von teütschen/ Buͦchalter genant.,aber angelica geschlecht ist zweyerley/ wilder/ und zamm/ kraut und stengel in der leng zweyer ellenbogen hoch/ das vil von teütschen/ buchalter genant.,aber angelica geschlecht ist zweyerley wilder und zamm kraut und stengel in der leng zweyer ellenbogen hoch das uil uon teutschen buchalter genant
brunfels_apodixis_1531,body,22,3,False,184,Sein wurtzel hat kein geschmack/ vnnd werden dann die leüt offt betrogen/ das jnen etlich falsch würtzler der wildenn Angelica für die recht Angelica verkauffen.,sein wurtzel hat kein geschmack/ vnnd werden dann die leüt offt betrogen/ das jnen etlich falsch würtzler der wildenn angelica für die recht angelica verkauffen.,sein wurtzel hat kein geschmack unnd werden dann die leut offt betrogen das inen etlich falsch wurtzler der wildenn angelica fur die recht angelica uerkauffen
brunfels_apodixis_1531,body,22,4,False,184,Aber die recht Angelica wechßt an wilden enden/ als in gebürgen/ in gaͤrten da sye inn gepflantzet würt.,aber die recht angelica wechßt an wilden enden/ als in gebürgen/ in gärten da sye inn gepflantzet würt.,aber die recht angelica wechsst an wilden enden als in geburgen in garten da sye inn gepflantzet wurt
brunfels_apodixis_1531,body,22,5,False,184,Zuͦ mercken an allen kreüttern vnnd wurtzlen/ das ein yedes kraut das von jm selber wachßet/ ist stercker vnd edler in krafft vnd geschmack/ wann das man uffpflantzt.,zu mercken an allen kreüttern vnnd wurtzlen/ das ein yedes kraut das von jm selber wachßet/ ist stercker vnd edler in krafft vnd geschmack/ wann das man uffpflantzt.,zu mercken an allen kreuttern unnd wurtzlen das ein yedes kraut das uon im selber wachsset ist stercker und edler in krafft und geschmack wann das man uffpflantzt
brunfels_apodixis_1531,body,22,6,True,184,Des gleichen ist ein yedes kraut so im gebürg wechßt/ krefftiger weder dz in daͤleren/ oder in feüchten matten wechßt.,des gleichen ist ein yedes kraut so im gebürg wechßt/ krefftiger weder dz in däleren/ oder in feüchten matten wechßt.,des gleichen ist ein yedes kraut so im geburg wechsst krefftiger weder dz in daleren oder in feuchten matten wechsst
brunfels_apodixis_1531,head,23,0,True,184,¶ Abbissz Iacea.,abbissz iacea.,abbissz iacea
brunfels_apodixis_1531,body,24,0,True,184,Das kraut in latinischer zungen Jacea nigra/ oder Morsus diaboli/ in teütsch/ Teüffels bissz/ darumb/ das die wurtzel im grundt abgefult ist/ gleich als wer sye abgebissen/ mit breyten spitzen/ harechten blettrẽ/ etwan rotflecklin dariñ/ ein hoher stengel vff zweyer ellenbogen hoch/ cer laͤnger/ mit bluͦmen gleich der Scabiose.,das kraut in latinischer zungen jacea nigra/ oder morsus diaboli/ in teütsch/ teüffels bissz/ darumb/ das die wurtzel im grundt abgefult ist/ gleich als wer sye abgebissen/ mit breyten spitzen/ harechten blettrẽ/ etwan rotflecklin dariñ/ ein hoher stengel vff zweyer ellenbogen hoch/ cer länger/ mit blumen gleich der scabiose.,das kraut in latinischer zungen iacea nigra oder morsus diaboli in teutsch teuffels bissz darumb das die wurtzel im grundt abgefult ist gleich als wer sye abgebissen mit breyten spitzen harechten blettren etwan rotflecklin darinn ein hoher stengel uff zweyer ellenbogen hoch cer langer mit blumen gleich der scabiose
brunfels_apodixis_1531,head,25,0,True,184,¶ Burretsch Borrago .,burretsch borrago .,burretsch borrago
brunfels_apodixis_1531,body,26,0,False,184,BVrretsch.,bvrretsch.,burretsch
brunfels_apodixis_1531,body,26,1,False,184,Das kraut würt von den Kriechen vnd Latinischen Borrago genant/ vñ in teütscher zungen Burretsch.,das kraut würt von den kriechen vnd latinischen borrago genant/ vñ in teütscher zungen burretsch.,das kraut wurt uon den kriechen und latinischen borrago genant und in teutscher zungen burretsch
brunfels_apodixis_1531,body,26,2,False,184,Diß kraut ist zweyer geschlecht/ wild vñ zam̃.,diß kraut ist zweyer geschlecht/ wild vñ zam̃.,diss kraut ist zweyer geschlecht wild und zamm
brunfels_apodixis_1531,body,26,3,False,184,Das wild von Kriechischen Buglossa/ vnd in Latinischer zungen Lingua bouis/ in teütscher sprachen Ochßen zung genant.,das wild von kriechischen buglossa/ vnd in latinischer zungen lingua bouis/ in teütscher sprachen ochßen zung genant.,das wild uon kriechischen buglossa und in latinischer zungen lingua bouis in teutscher sprachen ochssen zung genant
brunfels_apodixis_1531,body,26,4,True,184,Das zam̃/ von dem ich sag/ Burretsch genant.,das zam̃/ von dem ich sag/ burretsch genant.,das zamm uon dem ich sag burretsch genant
brunfels_apodixis_1531,head,27,0,True,184,¶ Bylßen kraut Hyoscyamus.,bylßen kraut hyoscyamus.,bylssen kraut hyoscyamus
brunfels_apodixis_1531,body,28,0,False,184,Jn latinischer zungen Hyoscyamus/vnnd ist ein grossz kraut/ mit einem groen hohen stengel/vñ hat breyte weyche bletter.,jn latinischer zungen hyoscyamus/vnnd ist ein grossz kraut/ mit einem groen hohen stengel/vñ hat breyte weyche bletter.,in latinischer zungen hyoscyamus unnd ist ein grossz kraut mit einem groen hohen stengel und hat breyte weyche bletter
brunfels_apodixis_1531,body,28,1,False,184,Des geschlechts ist zweyerley an dẽ somen/ also dz es weissz vñ schwartzẽ somen tregt.,des geschlechts ist zweyerley an dẽ somen/ also dz es weissz vñ schwartzẽ somen tregt.,des geschlechts ist zweyerley an den somen also dz es weissz und schwartzen somen tregt
brunfels_apodixis_1531,body,28,2,True,184,Der schwartz som ist in die artzney zuͦm bruchen.,der schwartz som ist in die artzney zum bruchen.,der schwartz som ist in die artzney zum bruchen
brunfels_apodixis_1531,head,29,0,True,184,¶ Blaw gilgen Iris.,blaw gilgen iris.,blaw gilgen iris
brunfels_apodixis_1531,body,30,0,False,184,Blaw gilgen/ das kraut ist von den Latinischen genannt Jris/ vmb mancherley farben willen.,blaw gilgen/ das kraut ist von den latinischen genannt jris/ vmb mancherley farben willen.,blaw gilgen das kraut ist uon den latinischen genannt iris umb mancherley farben willen
brunfels_apodixis_1531,body,30,1,False,184,Die blawẽ gilgen hand võ den Teütschen den nam̃en blaw Schwertel/ seind gleich dem regenbogen/ das es ein blawfar bluͦm/ vnd bletter hat gleich den klingen der schwerter.,die blawẽ gilgen hand võ den teütschen den nam̃en blaw schwertel/ seind gleich dem regenbogen/ das es ein blawfar blum/ vnd bletter hat gleich den klingen der schwerter.,die blawen gilgen hand uon den teutschen den nammen blaw schwertel seind gleich dem regenbogen das es ein blawfar blum und bletter hat gleich den klingen der schwerter
brunfels_apodixis_1531,body,30,2,False,184,Hat ein wol schmackende wurtzel/ deren geschlecht vil ist.,hat ein wol schmackende wurtzel/ deren geschlecht vil ist.,hat ein wol schmackende wurtzel deren geschlecht uil ist
brunfels_apodixis_1531,body,30,3,False,184,Wie wohl sye gleich in den bletteren seind/ so ist doch vnderscheyd der farben in den bluͦmen.,wie wohl sye gleich in den bletteren seind/ so ist doch vnderscheyd der farben in den blumen.,wie wohl sye gleich in den bletteren seind so ist doch underscheyd der farben in den blumen
brunfels_apodixis_1531,body,30,4,False,184,Jris ist gezyerdt/ Jreos weissze farbe gebürt.,jris ist gezyerdt/ jreos weissze farbe gebürt.,iris ist gezyerdt ireos weissze farbe geburt
brunfels_apodixis_1531,body,30,5,False,184,Gladiolus saffran farb würt/ Spatula ferida aller enbiert.,gladiolus saffran farb würt/ spatula ferida aller enbiert.,gladiolus saffran farb wurt spatula ferida aller enbiert
